date,avgtemp,evaporation,H,Q,rainfall
14/9/2009,29.8,1.8,658,3460,0
15/9/2009,30.4,2.5,692,3840,0
16/9/2009,25.9,0.9,676,3660,2.2
17/9/2009,26.8,0.8,657,3450,0.9
18/9/2009,29.3,1.8,657,3450,0
19/9/2009,30.2,2.6,681,3720,0
20/9/2009,31,3.1,676,3660,0
21/9/2009,26.7,1.5,669,3580,6.8
22/9/2009,25.5,1.4,715,4110,15.6
23/9/2009,27.4,2.4,689,3810,0
24/9/2009,28.1,2.3,647,3350,0
25/9/2009,26.6,1.2,609,2970,40.7
26/9/2009,27.3,1.4,585,2730,3
27/9/2009,28.3,2.3,608,2960,0
28/9/2009,27.8,4.8,628,3160,0
29/9/2009,26.8,4.1,642,3300,0
30/9/2009,24.2,2.1,653,3410,4.9
1/10/2009,24,1.4,601,2890,2.6
2/10/2009,27.6,2.7,569,2590,0
3/10/2009,28.4,3,575,2650,0
4/10/2009,28.3,2.7,559,2520,0
5/10/2009,28.5,2.9,521,2220,0
6/10/2009,27.6,3.2,532,2310,0
7/10/2009,26.5,2.3,539,2360,0
8/10/2009,26.8,3.2,525,2250,0
9/10/2009,27.2,2.7,525,2250,0
10/10/2009,27.4,1.4,502,2070,0.3
11/10/2009,27.4,1.7,494,2020,0
12/10/2009,27.5,2,491,2000,0
13/10/2009,26.1,2,539,2360,0
14/10/2009,23.9,1.4,558,2510,9.3
15/10/2009,21.2,0.6,555,2490,30.6
16/10/2009,22.9,0.5,530,2290,0.9
17/10/2009,25.5,1.4,513,2150,0
18/10/2009,26.6,2,494,2020,0
19/10/2009,27.4,2,493,2010,0
20/10/2009,25.7,1.1,531,2300,15.1
21/10/2009,23.6,0.6,556,2500,6.1
22/10/2009,23.7,0.6,543,2390,1.8
23/10/2009,25.5,1.6,514,2160,0
24/10/2009,26.1,1.9,485,1960,0
25/10/2009,27,2.2,462,1790,0
26/10/2009,26.8,1.8,432,1580,0
27/10/2009,26.6,1.8,438,1630,0
28/10/2009,26.3,2.2,451,1720,0
29/10/2009,23.9,0.8,475,1890,4.3
30/10/2009,24.5,1.9,465,1820,0
31/10/2009,25,1.8,440,1640,0
1/11/2009,26.2,2.7,417,1480,0
2/11/2009,24.8,4.6,396,1360,0
3/11/2009,21.6,4.2,422,1510,0
4/11/2009,20.8,2.6,454,1740,0
5/11/2009,21.1,2.8,457,1760,0
6/11/2009,22.1,2.7,459,1770,0
7/11/2009,23.7,2.1,429,1560,0
8/11/2009,25.4,1.9,410,1440,0
9/11/2009,26.4,1.7,432,1580,0
10/11/2009,27.1,2.3,437,1620,0
11/11/2009,27,2.1,451,1720,0
12/11/2009,27.9,2.5,446,1680,0
13/11/2009,22.3,2.8,449,1700,3.7
14/11/2009,20.4,2.6,419,1490,0
15/11/2009,17.1,1,367,1180,0.6
16/11/2009,16.1,0.4,336,1000,2.6
17/11/2009,16.6,2.8,334,992,0
18/11/2009,16,3.5,386,1300,0
19/11/2009,15.5,3.1,400,1380,0
20/11/2009,15.1,2.7,394,1340,0
21/11/2009,15.9,5,407,1420,0
22/11/2009,16.7,4,388,1310,0
23/11/2009,16.9,1.9,361,1150,0
24/11/2009,18.2,2.2,369,1190,0
25/11/2009,20.3,1.6,386,1300,0
26/11/2009,21.5,1.5,390,1320,0
27/11/2009,23.2,1.5,385,1290,0
28/11/2009,22.6,1,386,1300,0
29/11/2009,22.8,2.2,378,1250,0
30/11/2009,21.6,2.4,346,1060,0
1/12/2009,20.3,1.6,365,1170,0
2/12/2009,19.2,2.6,371,1210,0
3/12/2009,20.1,2.4,395,1350,0
4/12/2009,18.3,2.1,410,1440,0
5/12/2009,19.4,2.9,393,1340,0
6/12/2009,20.3,2.9,397,1360,0
7/12/2009,21.8,1.5,369,1190,0
8/12/2009,22.5,1.3,377,1240,0
9/12/2009,22.1,1.9,397,1360,0
10/12/2009,22.8,1.7,386,1300,0
11/12/2009,23.3,3,374,1220,0
12/12/2009,22.6,2,367,1180,0
13/12/2009,22.9,2.3,336,1000,0
14/12/2009,23.5,2.5,311,866,0
15/12/2009,23.6,2,317,899,0
16/12/2009,18.4,2.3,342,1040,0
17/12/2009,15.3,1.5,387,1300,0.1
18/12/2009,15.2,1.7,372,1210,0
19/12/2009,15,1.8,355,1110,0
20/12/2009,14.4,1.8,332,981,0
21/12/2009,14.6,1.4,311,866,1.1
22/12/2009,16.2,1.9,345,1050,0
23/12/2009,17,1.6,354,1100,0
24/12/2009,19.6,2.1,347,1060,0
25/12/2009,20.9,2.2,342,1040,0
26/12/2009,21,1.9,335,998,0
27/12/2009,21.8,1.5,319,910,0
28/12/2009,16.3,3,297,795,0
29/12/2009,16.6,1.4,293,775,0
30/12/2009,18,0.5,297,795,0.6
31/12/2009,17.8,0.4,309,855,2
1/1/2010,16.9,0.4,314,890,0.8
2/1/2010,16.9,0.5,302,828,0.9
3/1/2010,18.7,1.4,287,755,0
4/1/2010,20.3,1.3,276,700,0
5/1/2010,22.2,1.2,273,683,0
6/1/2010,20.8,1.8,281,723,0
7/1/2010,16.1,0.9,286,750,0.1
8/1/2010,15.8,1.8,279,715,0
9/1/2010,16.3,1,276,700,0
10/1/2010,19,1.4,275,695,0
11/1/2010,17.5,2,279,715,0
12/1/2010,14.9,2.4,292,780,0
13/1/2010,14.3,1.8,297,805,0
14/1/2010,14.8,2.6,305,845,0
15/1/2010,15.3,2.3,310,868,0
16/1/2010,16.7,1.9,314,888,2.4
17/1/2010,18.4,1.8,302,828,0
18/1/2010,17.8,2.3,287,755,0
19/1/2010,18.2,1.9,288,760,0
20/1/2010,20,0.7,291,775,0.2
21/1/2010,20.3,0.2,290,770,9.5
22/1/2010,19.4,0.5,306,848,28.4
23/1/2010,14.9,0.5,344,1050,6.4
24/1/2010,15.7,0.9,415,1510,0
25/1/2010,16.9,0.3,492,2090,2
26/1/2010,16.6,0.9,512,2260,0
27/1/2010,17,0.6,533,2430,1.2
28/1/2010,19.1,0.6,525,2370,0
29/1/2010,21.1,1,517,2300,0
30/1/2010,22.7,1.6,509,2230,0
31/1/2010,23.8,1.8,511,2250,0
1/2/2010,24.1,2.1,522,2340,0
2/2/2010,24,2.4,550,2590,0
3/2/2010,24.9,2,526,2390,0
4/2/2010,24.8,2.2,448,1740,0
5/2/2010,23.7,2.5,405,1430,0
6/2/2010,25,2.1,429,1600,0
7/2/2010,26,3.2,487,2040,0
8/2/2010,25.7,2.9,529,2400,0
9/2/2010,25.6,2.6,533,2440,0
10/2/2010,26.4,3.4,528,2390,0
11/2/2010,26.1,2,488,2060,0
12/2/2010,20.8,2.9,370,1220,0
13/2/2010,15,2,278,713,0
14/2/2010,15,0.4,247,573,0
15/2/2010,14.3,1.1,257,614,0
16/2/2010,13.4,1.8,242,553,0
17/2/2010,12.6,1.3,236,529,0
18/2/2010,13.3,1.9,235,523,0
19/2/2010,13.1,1.6,227,493,2
20/2/2010,15.6,2,228,495,0
21/2/2010,15.8,1.2,234,521,0
22/2/2010,17.3,1.1,250,583,1.9
23/2/2010,18.8,0.8,267,655,0
24/2/2010,21.3,1,273,683,0
25/2/2010,25.1,2.2,365,1200,0
26/2/2010,25.2,2.8,461,1840,0
27/2/2010,24.1,1.9,383,1300,0
28/2/2010,24.9,1.7,304,838,0
1/3/2010,25.8,1.8,269,667,0
2/3/2010,26.2,1.7,287,753,0
3/3/2010,25.9,2.1,326,952,0
4/3/2010,25.3,2.1,339,1030,0
5/3/2010,26,2.3,354,1110,0
6/3/2010,25.7,2,355,1120,0
7/3/2010,21.1,3,326,951,0
8/3/2010,17.8,1,287,756,0.5
9/3/2010,16.1,1.9,277,706,0
10/3/2010,15.1,2.5,281,723,0
11/3/2010,16,3.1,279,713,0
12/3/2010,17.2,2,281,723,0
13/3/2010,19.8,0.9,284,738,0.4
14/3/2010,21.7,0.6,289,765,0.8
15/3/2010,23.9,0.8,283,735,0
16/3/2010,20.4,0.7,301,825,2.1
17/3/2010,20.2,1.5,310,868,0
18/3/2010,22,1.1,302,830,0
19/3/2010,21.6,0.8,313,885,0
20/3/2010,23.1,1.2,303,835,0
21/3/2010,22.4,0.7,295,795,0.2
22/3/2010,24.4,1.3,279,715,0
23/3/2010,25.7,1.8,289,765,0
24/3/2010,26.2,1.5,317,907,0
25/3/2010,21.2,3.1,381,1280,0
26/3/2010,19.5,4.4,438,1660,0
27/3/2010,19.4,3.1,437,1660,0
28/3/2010,20.8,2.6,350,1090,0
29/3/2010,22.2,3.6,277,705,0
30/3/2010,22.7,1.1,280,721,1.7
31/3/2010,22.9,1.1,296,799,0
1/4/2010,24.9,0.9,290,768,1.5
2/4/2010,22.8,1,300,818,3.6
3/4/2010,20,1.4,313,883,0.9
4/4/2010,21,0.8,295,793,2.7
5/4/2010,23.8,2.1,276,701,0.9
6/4/2010,25.2,1.3,299,813,0.1
7/4/2010,23.1,0.4,329,971,1.9
8/4/2010,22,1.7,311,873,0.4
9/4/2010,21.6,1.9,291,773,0
10/4/2010,23,0.7,283,734,0.2
11/4/2010,25.4,1.1,268,662,1.1
12/4/2010,26.8,1.7,255,603,0
13/4/2010,26.4,1.2,272,682,0
14/4/2010,24.7,1.2,289,766,1.2
15/4/2010,19.2,0.8,300,818,1.7
16/4/2010,16.9,1,302,828,0
17/4/2010,17.8,0.6,286,749,0.1
18/4/2010,21.5,1.4,274,688,1
19/4/2010,25.1,2.4,274,691,3.9
20/4/2010,26.4,2.4,308,861,1.5
21/4/2010,26.7,2.3,339,1020,27.4
22/4/2010,25.8,2.4,363,1170,14.1
23/4/2010,20.9,2.2,415,1500,10.8
24/4/2010,22.1,2.5,368,1200,0
25/4/2010,24.1,2,317,906,0
26/4/2010,24.5,1.2,320,922,0.5
27/4/2010,23.2,2.6,349,1080,0
28/4/2010,23.3,1.8,393,1360,3.7
29/4/2010,25.1,1.6,429,1600,0.6
30/4/2010,24.6,1.2,438,1670,0
1/5/2010,24.3,1.4,421,1550,0
2/5/2010,24,0.7,391,1340,1.1
3/5/2010,26.1,1.3,406,1450,0
4/5/2010,27.4,2.9,465,1880,0
5/5/2010,28,1.3,534,2450,0
6/5/2010,29.2,1.8,558,2670,0
7/5/2010,28.8,2.1,583,2910,0
8/5/2010,29.6,2,589,2970,0
9/5/2010,30.3,2.9,564,2720,0
10/5/2010,26.4,2.1,533,2440,15.1
11/5/2010,23.5,1.1,495,2110,4.3
12/5/2010,27.1,1.7,469,1900,0
13/5/2010,28.7,2.6,463,1860,0
14/5/2010,29.6,2.3,461,1840,0
15/5/2010,27.2,1.8,480,1980,19.2
16/5/2010,28.6,2.2,467,1880,0
17/5/2010,29.4,2.3,481,2000,0
18/5/2010,28.7,2.2,523,2350,3.9
19/5/2010,30.5,2.6,546,2560,0
20/5/2010,31.3,3.6,544,2540,0
21/5/2010,30.4,4.2,549,2580,0
22/5/2010,31.5,4,534,2450,0
23/5/2010,28.4,2.4,510,2240,0.7
24/5/2010,26.5,1.1,438,1670,3.2
25/5/2010,27.9,1.9,443,1700,0
26/5/2010,27.6,1.9,446,1720,26.6
27/5/2010,28.2,2,438,1670,4.8
28/5/2010,29.2,1.8,484,2020,0
29/5/2010,27.3,1.2,531,2410,0.8
30/5/2010,28.2,1.5,534,2440,0.9
31/5/2010,29.5,2.2,540,2500,1.9
1/6/2010,30.4,2.6,569,2780,25.8
2/6/2010,26.8,1.9,584,2920,3.4
3/6/2010,27,3,591,2990,0
4/6/2010,28.3,2.4,595,3030,0
5/6/2010,27.7,3.1,571,2800,0
6/6/2010,28.2,3.2,517,2290,0
7/6/2010,27.5,1.6,495,2110,48.6
8/6/2010,29.3,2.8,529,2400,0.9
9/6/2010,30.9,2.4,561,2700,0
10/6/2010,30.9,3,549,2580,0
11/6/2010,29,2.2,542,2520,19.5
12/6/2010,29.1,1.5,572,2810,0.8
13/6/2010,30,3,587,2950,35.7
14/6/2010,32.6,3.4,583,2910,0
15/6/2010,32.2,3.1,591,2990,0
16/6/2010,33.8,5.2,586,2940,0
17/6/2010,34,5.7,583,2910,0
18/6/2010,33.4,4.4,606,3150,0
19/6/2010,34.1,6,597,3060,0
20/6/2010,31.3,3.6,581,2890,0
21/6/2010,26.2,1.5,559,2680,52.5
22/6/2010,28.8,1.7,525,2370,7.5
23/6/2010,29.8,2.4,542,2530,0
24/6/2010,31.6,3.4,521,2330,0.5
25/6/2010,32.1,3.5,507,2210,0
26/6/2010,29.7,1.9,513,2260,1.5
27/6/2010,32.5,3.5,514,2270,0
28/6/2010,31.9,3.5,556,2650,0
29/6/2010,28.2,1.5,569,2780,30.3
30/6/2010,28.4,0.8,599,3080,49.2
1/7/2010,30.2,2.5,614,3240,0
2/7/2010,31,3.2,645,3580,0
3/7/2010,31,3.9,679,3980,0
4/7/2010,32.7,5,674,3920,0
5/7/2010,33.5,7.1,650,3640,0
6/7/2010,33.3,4.1,662,3780,0
7/7/2010,33.2,5.2,664,3790,0
8/7/2010,31.9,4.5,658,3720,0
9/7/2010,31.7,4,655,3690,0
10/7/2010,31,3.3,644,3560,53.4
11/7/2010,30.3,2.9,649,3620,21.5
12/7/2010,30.7,2.7,636,3480,0
13/7/2010,26.3,1,630,3410,15.3
14/7/2010,29.2,2,628,3390,6.7
15/7/2010,31,2.5,654,3690,0
16/7/2010,30.8,3.1,656,3700,0
17/7/2010,29,2.8,667,3840,0.9
18/7/2010,27.2,2.1,619,3290,71.1
19/7/2010,29.1,1.9,565,2740,0.8
20/7/2010,29.9,2.4,624,3590,5.1
21/7/2010,29,1.9,715,5220,0
22/7/2010,27.1,0.8,734,5610,3.2
23/7/2010,28.5,2.5,796,6930,0
24/7/2010,27.7,1.4,847,8080,1.4
25/7/2010,26.5,0.4,866,8470,77.7
26/7/2010,29.1,2.2,914,9170,10.5
27/7/2010,28.7,1.2,924,8250,0.5
28/7/2010,28.6,1.7,886,6890,42.6
29/7/2010,30.1,1.9,844,6170,0.2
30/7/2010,29.2,2.1,858,6370,2.2
31/7/2010,31.3,2.3,849,6240,0
1/8/2010,29.4,2.9,792,5450,0.1
2/8/2010,28.7,1.3,787,5380,2.1
3/8/2010,28.3,2.2,803,5590,19.9
4/8/2010,28.6,4.1,815,5750,0.9
5/8/2010,28.1,2.2,823,5860,39.9
6/8/2010,29,2.5,818,5790,1.5
7/8/2010,29.1,2.3,807,5640,0
8/8/2010,28.8,2.1,782,5320,0.1
9/8/2010,29.2,2.6,759,5040,0
10/8/2010,28.8,1.6,751,4950,0
11/8/2010,28.6,1.6,750,4940,14.3
12/8/2010,27.7,0.9,753,4980,4
13/8/2010,28.5,1.5,764,5140,0
14/8/2010,29.5,2.1,768,5210,0
15/8/2010,29.3,1.9,768,5220,2.5
16/8/2010,27.3,1,770,5250,6.5
17/8/2010,26.8,1.1,793,5610,0.4
18/8/2010,27.2,1.3,788,5530,0
19/8/2010,28.9,2.1,785,5480,0
20/8/2010,28.6,2.4,832,6300,6.5
21/8/2010,26.4,0.5,842,6480,27.1
22/8/2010,27.2,0.6,810,5910,13.6
23/8/2010,27.8,2,785,5480,20.5
24/8/2010,26,0.9,786,5500,20
25/8/2010,26.3,1.3,794,5620,42.4
26/8/2010,27.8,1.1,848,6670,5.9
27/8/2010,25.5,0.4,950,8950,53.6
28/8/2010,24.1,0.3,937,8620,48.5
29/8/2010,25.4,1.3,928,8420,0.1
30/8/2010,28,1.7,881,7310,0
31/8/2010,29.2,1.9,834,6340,0
1/9/2010,30.1,2.7,788,5530,0
2/9/2010,29.7,2.4,762,5110,21.6
3/9/2010,29.8,2.8,706,4320,0
4/9/2010,29.9,3.1,701,4250,0
5/9/2010,28.9,2.2,700,4240,0
6/9/2010,28.6,1.5,672,3890,0
7/9/2010,28.9,2.2,683,4020,0.5
8/9/2010,28.4,2.1,703,4280,0
9/9/2010,29,2.4,710,4370,0
10/9/2010,29.6,2.4,712,4400,0
11/9/2010,26.6,1.7,713,4410,12
12/9/2010,27,1.8,757,5050,3.6
13/9/2010,26.9,1.5,711,4400,3.8
14/9/2010,25.5,0.6,700,4240,5.2
15/9/2010,26.1,1.7,725,4580,2
16/9/2010,27.4,2.4,770,5250,0
17/9/2010,28,2.6,801,5750,0
18/9/2010,28.2,2,777,5360,0
19/9/2010,29,2.6,733,4700,0
20/9/2010,29.9,2.3,675,3930,0
21/9/2010,31.2,2.3,701,4260,0
22/9/2010,26.8,1.7,728,4610,42.3
23/9/2010,23.9,0.8,737,4740,35.5
24/9/2010,24.7,1.3,734,4700,3.5
25/9/2010,26.3,1.5,734,4700,56.4
26/9/2010,27.2,2,709,4360,18.1
27/9/2010,27.3,1.8,688,4090,0
28/9/2010,27.1,1.8,694,4170,5.3
29/9/2010,27.8,2.1,760,5090,0
30/9/2010,27.9,3,740,4790,0
1/10/2010,27.3,1.6,720,4510,2.9
2/10/2010,27.4,2.2,705,4310,23
3/10/2010,27.1,3.6,673,3910,0
4/10/2010,24.8,2.8,619,3290,0.2
5/10/2010,25.5,3.6,595,3030,0
6/10/2010,27,4.3,596,3040,0
7/10/2010,27.2,3.1,590,2980,0
8/10/2010,27.4,4.6,577,2850,0
9/10/2010,27.2,2.9,567,2760,0
10/10/2010,28,3,556,2660,0
11/10/2010,28.5,2.9,524,2360,0
12/10/2010,27.8,1.9,502,2170,9.7
13/10/2010,26.5,1.3,596,3050,50.9
14/10/2010,27,2.8,624,3340,2.4
15/10/2010,24.6,0.9,600,3090,23.5
16/10/2010,22.5,1.3,590,2980,6.7
17/10/2010,22.1,0.2,562,2710,7.1
18/10/2010,23.4,0.6,520,2330,5.5
19/10/2010,25.6,2.6,574,2830,0
20/10/2010,25.6,3.9,619,3290,0
21/10/2010,24.7,3.7,607,3160,0
22/10/2010,23.9,3,587,2950,0
23/10/2010,23.6,2.2,565,2730,0
24/10/2010,24.9,1.3,560,2690,0
25/10/2010,25,0.8,536,2460,0
26/10/2010,23.6,2.5,520,2320,0.2
27/10/2010,21.1,1.3,533,2430,0
28/10/2010,20.2,3.5,548,2570,0
29/10/2010,19.6,2.6,548,2580,0
30/10/2010,19.6,3.2,504,2190,0
31/10/2010,19.1,3,502,2170,0
1/11/2010,19,3,444,1710,0
2/11/2010,20.1,4,427,1590,0
3/11/2010,20.2,3.9,453,1780,0
4/11/2010,20.5,3,462,1850,0
5/11/2010,21.2,3.2,441,1690,0
6/11/2010,21.2,2.7,454,1780,0
7/11/2010,21.3,2.3,429,1600,0
8/11/2010,22.1,3,386,1310,0
9/11/2010,22.4,3,383,1290,0
10/11/2010,21.9,2.3,433,1630,0
11/11/2010,21.9,2.5,443,1710,0
12/11/2010,21.7,2.5,435,1650,0
13/11/2010,21.2,2.9,421,1540,0
14/11/2010,22.6,3.1,408,1460,0
15/11/2010,24,2.2,364,1180,0
16/11/2010,22.3,1.8,394,1370,1.4
17/11/2010,21.6,2.3,402,1420,0
18/11/2010,21.3,1,404,1430,0
19/11/2010,21.2,1.7,413,1490,0
20/11/2010,21.1,2.4,411,1480,0
21/11/2010,22,1.2,401,1410,0
22/11/2010,22.3,1.8,376,1250,0
23/11/2010,21.2,1.7,403,1430,0
24/11/2010,21.7,1.9,426,1580,0.3
25/11/2010,19.1,0.6,417,1520,2.4
26/11/2010,18,0.6,413,1490,0
27/11/2010,18.5,0.9,405,1440,0
28/11/2010,19.8,1.2,380,1270,0
29/11/2010,20.1,1.2,358,1140,0.2
30/11/2010,19.5,0.5,373,1230,0
1/12/2010,19.8,2.1,411,1470,0
2/12/2010,21,2.4,434,1630,0
3/12/2010,21,2.4,434,1630,0
4/12/2010,19.3,1.8,424,1570,0
5/12/2010,20.6,1.6,410,1470,0
6/12/2010,21.8,0.9,382,1280,0
7/12/2010,19.3,1.6,406,1440,5
8/12/2010,17.7,2.2,425,1580,0
9/12/2010,19,2.5,431,1620,0
10/12/2010,20,2.1,414,1500,0
11/12/2010,20.1,0.9,411,1480,0.4
12/12/2010,24,1.7,395,1370,1.8
13/12/2010,24,0.9,356,1120,0.4
14/12/2010,20.9,0.5,417,1530,6.8
15/12/2010,18.7,0.3,508,2220,0.6
16/12/2010,13.4,1,519,2310,4.8
17/12/2010,14.3,1.9,540,2500,0
18/12/2010,15.2,3.4,533,2440,0
19/12/2010,17.7,1,498,2140,0
20/12/2010,18,0.6,451,1760,0.8
21/12/2010,18.3,0.8,445,1710,0.2
22/12/2010,18.9,0.5,446,1720,0
23/12/2010,19.7,1,446,1720,0
24/12/2010,20,0.7,461,1840,0
25/12/2010,18.3,1.3,463,1850,1.4
26/12/2010,15.7,2.5,435,1650,0
27/12/2010,15,2.4,382,1280,0
28/12/2010,14.9,0.9,398,1390,0
29/12/2010,18.2,0.7,410,1470,0
30/12/2010,19.2,1,409,1470,0
31/12/2010,17.9,1.7,395,1370,0
1/1/2011,16.2,0.8,383,1300,0
2/1/2011,18.4,0.8,331,1000,0
3/1/2011,15,1.3,309,885,0.4
4/1/2011,11.7,0.7,365,1190,0.3
5/1/2011,11.7,0.4,393,1370,0.3
6/1/2011,13,0.4,418,1540,0
7/1/2011,11.9,1.4,431,1630,0
8/1/2011,11.4,1.3,450,1770,0
9/1/2011,11.7,0.4,459,1850,1.7
10/1/2011,12,1.4,429,1610,0
11/1/2011,9.1,0.4,421,1560,6.1
12/1/2011,10.7,1.2,419,1550,0
13/1/2011,12.1,1.3,420,1560,0
14/1/2011,12.4,0.7,444,1730,0
15/1/2011,13.5,1.2,453,1800,2.2
16/1/2011,11.6,2.6,421,1560,0
17/1/2011,11.8,1.9,363,1180,0
18/1/2011,11.2,0.7,376,1260,0
19/1/2011,10.9,0.5,382,1290,0
20/1/2011,10.9,0.5,393,1370,0.3
21/1/2011,11,0.9,411,1480,1.3
22/1/2011,13.1,1.8,419,1550,0
23/1/2011,12.5,0.9,401,1420,0
24/1/2011,12.5,1.8,365,1190,0
25/1/2011,12,1.3,418,1540,0
26/1/2011,12.1,0.8,498,2170,0.3
27/1/2011,12.1,0.6,518,2340,0.1
28/1/2011,11.8,0.6,509,2260,1.5
29/1/2011,12.8,1.3,497,2150,0
30/1/2011,13.1,1.6,532,2480,0
31/1/2011,12.9,1.9,536,2510,0
1/2/2011,11.4,0.9,523,2390,4.8
2/2/2011,13.6,1.6,446,1760,0
3/2/2011,14.9,1.4,327,981,0
4/2/2011,18,2.1,279,745,0
5/2/2011,19.7,1.7,254,637,0
6/2/2011,18.5,2.1,242,589,0
7/2/2011,19.6,1.6,237,568,0
8/2/2011,19.6,1.5,237,567,0
9/2/2011,21.6,2.3,236,560,0
10/2/2011,22.4,2.2,236,560,0
11/2/2011,22.5,3,234,555,0
12/2/2011,15.2,1.3,355,1160,0.8
13/2/2011,13.8,0.7,492,2110,1.2
14/2/2011,14.2,1.7,531,2470,1.2
15/2/2011,12.1,1.3,501,2190,0.8
16/2/2011,13.3,0.4,493,2120,4.9
17/2/2011,15.8,1.7,531,2460,2.1
18/2/2011,15.9,0.8,529,2450,0
19/2/2011,16.9,0.5,475,1970,0.3
20/2/2011,16.5,1.7,446,1740,0
21/2/2011,16.5,1.5,353,1120,0
22/2/2011,16.8,0.3,288,788,1
23/2/2011,17.8,0.4,283,764,1.5
24/2/2011,18.8,0.3,296,821,0.9
25/2/2011,20.6,0.4,328,980,0.2
26/2/2011,21.6,1.2,340,1040,0
27/2/2011,22.4,1.6,321,946,0
28/2/2011,20.7,1.5,309,885,0
1/3/2011,20.6,0.7,284,767,0.6
2/3/2011,19.8,0.7,270,705,0
3/3/2011,17.8,0.6,264,678,0.7
4/3/2011,14.9,0.6,265,682,0.8
5/3/2011,15.8,0.3,253,630,0.2
6/3/2011,18.7,0.9,254,637,1.1
7/3/2011,18.7,1,253,631,2.4
8/3/2011,17.4,1.3,250,621,0
9/3/2011,16.5,1.9,281,754,0
10/3/2011,16.9,1.2,285,774,0
11/3/2011,17.1,1.2,283,763,0
12/3/2011,16.9,1.2,281,756,0
13/3/2011,18.8,1,268,695,0
14/3/2011,19.3,0.3,269,702,0.1
15/3/2011,18.3,0.2,263,672,11.9
16/3/2011,11.2,0.1,300,845,20.2
17/3/2011,10.4,0.3,340,1040,32.7
18/3/2011,11.8,0.4,398,1400,20.3
19/3/2011,14.8,0.7,475,1970,0
20/3/2011,17.6,0.7,489,2090,0.1
21/3/2011,20.9,1,432,1640,0.9
22/3/2011,20.8,1.5,390,1340,0.2
23/3/2011,17.7,1.9,394,1370,0
24/3/2011,15.2,1.7,383,1300,0.2
25/3/2011,15.9,1.9,371,1230,0
26/3/2011,16,1.5,361,1160,0
27/3/2011,15.2,2.3,358,1140,0
28/3/2011,16.3,1.5,330,989,0
29/3/2011,16.3,1.2,323,955,3.3
30/3/2011,17,1.9,342,1050,2.3
31/3/2011,19.1,2,364,1180,0
1/4/2011,19.2,3.3,355,1130,0
2/4/2011,21.1,1.8,342,1060,0
3/4/2011,21.5,0.9,343,1060,0
4/4/2011,22,1.8,305,864,0
5/4/2011,19.6,1.4,293,806,0
6/4/2011,19.8,0.5,330,993,0.1
7/4/2011,21.1,0.4,365,1190,2.2
8/4/2011,22.8,1.4,403,1430,0.3
9/4/2011,22.7,1.3,382,1290,0
10/4/2011,22.4,1.5,385,1310,0
11/4/2011,22.8,1.9,368,1210,0
12/4/2011,23.9,1.8,359,1150,0
13/4/2011,24.2,2.5,333,1010,0
14/4/2011,23.8,1.8,327,979,0
15/4/2011,23.9,1.7,372,1230,0
16/4/2011,25.5,0.8,437,1680,0.2
17/4/2011,25.5,1.1,448,1760,0.2
18/4/2011,24.2,1.4,397,1390,4.1
19/4/2011,24.3,2.4,402,1420,0
20/4/2011,23,1.4,450,1770,0
21/4/2011,24.7,2.1,469,1920,0
22/4/2011,24.9,1.1,473,1960,0
23/4/2011,25.3,2.2,436,1660,0
24/4/2011,23.9,2.1,432,1640,0
25/4/2011,24.3,2,387,1330,0
26/4/2011,25.3,2.4,414,1510,0
27/4/2011,25.1,1.4,456,1820,0.1
28/4/2011,24.7,0.7,469,1920,57
29/4/2011,25,0.7,486,2060,3.6
30/4/2011,26.2,0.9,480,2010,0
1/5/2011,26.9,1.3,428,1610,1.1
2/5/2011,28.1,2.9,376,1250,28.3
3/5/2011,25.7,1,377,1270,3.6
4/5/2011,22,0.8,432,1640,2.2
5/5/2011,22.4,0.6,507,2240,8.2
6/5/2011,25.7,1,542,2570,2.9
7/5/2011,28.5,1.9,559,2740,0
8/5/2011,29.1,2.5,534,2500,0
9/5/2011,29.6,2.3,507,2240,0
10/5/2011,30.3,3.3,525,2400,0
11/5/2011,28.7,2.3,531,2460,24
12/5/2011,28.3,1.3,527,2420,0.3
13/5/2011,25,1.4,552,2670,23.1
14/5/2011,24.8,1.2,554,2690,0.4
15/5/2011,25.9,1.1,586,3020,9
16/5/2011,23.4,1,572,2870,58.8
17/5/2011,25.2,3.5,627,3490,0
18/5/2011,25.5,3.1,687,4250,0
19/5/2011,25.4,2.1,694,4350,0
20/5/2011,25.6,1,651,3780,0
21/5/2011,28.3,1.6,623,3440,0
22/5/2011,30,1.8,624,3450,0
23/5/2011,23.6,1.7,611,3300,44.8
24/5/2011,23.9,1.6,628,3500,0.7
25/5/2011,24.4,1.4,659,3880,0
26/5/2011,26.4,2.7,659,3880,0
27/5/2011,26.8,2.6,652,3800,0
28/5/2011,27.2,2.7,648,3740,0
29/5/2011,27.1,2.6,619,3390,0
30/5/2011,27.9,2.9,563,2780,0
31/5/2011,27.7,2,541,2560,0
1/6/2011,28.2,1.9,550,2650,0
2/6/2011,28.9,2.7,567,2820,0
3/6/2011,28.5,1.5,579,2940,10.9
4/6/2011,29.1,2.3,595,3120,3.2
5/6/2011,28.8,2.1,612,3310,42
6/6/2011,27.3,1,561,2770,33.2
7/6/2011,28.7,1.5,511,2270,2.3
8/6/2011,30.1,2.3,539,2540,0
9/6/2011,29.9,2.5,579,2940,0
